index,label_name,label
1525,too_low_volume,2
1526,too_low_volume,2
1527,too_low_volume,2
1528,too_low_volume,2
1529,noisy,1
1530,clean,0
1531,clean,0
1532,clean,0
1533,noisy,1
1534,clean,0
1535,noisy,1
1536,noisy,1
1537,clean,0
1538,clean,0
1539,too_low_volume,2
1540,too_low_volume,2
1541,noisy,1
1542,too_low_volume,2
1543,too_low_volume,2
1544,noisy,1
1545,too_low_volume,2
1546,too_low_volume,2
1547,clean,0
1548,clean,0
1549,too_low_volume,2
1550,noisy,1
1551,too_low_volume,2
1552,clean,0
1553,noisy,1
1554,clean,0
1555,too_low_volume,2
1556,too_low_volume,2
1557,noisy,1
1558,too_low_volume,2
1559,too_low_volume,2
1561,too_low_volume,2
1562,clean,0
1563,clean,0
1564,clean,0
1565,noisy,1
1566,too_low_volume,2
1567,clean,0
1568,clean,0
1569,clean,0
1570,noisy,1
1572,too_low_volume,2
1573,too_low_volume,2
1574,clean,0
1575,clean,0
1576,too_low_volume,2
1577,clean,0
1578,too_low_volume,2
1579,too_low_volume,2
1580,noisy,1
1581,too_low_volume,2
1582,clean,0
1583,too_low_volume,2
1584,clean,0
1585,clean,0
1586,clean,0
1587,too_low_volume,2
1588,noisy,1
1589,noisy,1
1590,noisy,1
1591,clean,0
1592,too_low_volume,2
1593,noisy,1
1594,too_low_volume,2
1595,too_low_volume,2
1596,clean,0
1597,noisy,1
1598,clean,0
1599,clean,0
1600,clean,0
1601,too_low_volume,2
1602,clean,0
1603,too_low_volume,2
1604,too_low_volume,2
1605,clean,0
1606,too_low_volume,2
1607,too_low_volume,2
1608,too_low_volume,2
1609,too_low_volume,2
1610,too_low_volume,2
1611,too_low_volume,2
1612,noisy,1
1613,noisy,1
1614,clean,0
1615,too_low_volume,2
1616,clean,0
1617,too_low_volume,2
1618,noisy,1
1619,clean,0
1620,noisy,1
1621,noisy,1
1622,noisy,1
1623,too_low_volume,2
1624,too_low_volume,2
1625,clean,0
1626,clean,0
1627,noisy,1
1628,noisy,1
1629,too_low_volume,2
1630,clean,0
1631,clean,0
1632,too_low_volume,2
1633,too_low_volume,2
1634,clean,0
1635,clean,0
1636,too_low_volume,2
1637,clean,0
1638,clean,0
1639,too_low_volume,2
1640,too_low_volume,2
1641,too_low_volume,2
1642,too_low_volume,2
1643,too_low_volume,2
1644,too_low_volume,2
1645,clean,0
1646,too_low_volume,2
1647,too_low_volume,2
1648,clean,0
1650,too_low_volume,2
1651,clean,0
1652,too_low_volume,2
1653,too_low_volume,2
1654,clean,0
1655,clean,0
1656,clean,0
1657,noisy,1
1658,clean,0
1659,noisy,1
1660,too_low_volume,2
1661,noisy,1
1662,clean,0
1663,too_low_volume,2
1664,clean,0
1665,too_low_volume,2
1666,noisy,1
1667,too_low_volume,2
1668,too_low_volume,2
1669,clean,0
1670,clean,0
1671,too_low_volume,2
1672,too_low_volume,2
1673,clean,0
1674,clean,0
1675,noisy,1
1676,too_low_volume,2
1677,noisy,1
1678,clean,0
1679,clean,0
1680,noisy,1
1681,noisy,1
1682,clean,0
1683,noisy,1
1684,too_low_volume,2
1685,too_low_volume,2
1686,too_low_volume,2
1687,clean,0
1688,noisy,1
1689,too_low_volume,2
1690,clean,0
1691,too_low_volume,2
1692,clean,0
1693,noisy,1
1694,too_low_volume,2
1695,too_low_volume,2
1696,too_low_volume,2
1697,clean,0
1698,noisy,1
1699,clean,0
1700,clean,0
1701,too_low_volume,2
1702,too_low_volume,2
1703,too_low_volume,2
1704,clean,0
1705,clean,0
1706,noisy,1
1707,noisy,1
1708,noisy,1
1709,noisy,1
1710,noisy,1
1711,too_low_volume,2
1712,noisy,1
1713,noisy,1
1714,noisy,1
1715,clean,0
1716,too_low_volume,2
1717,too_low_volume,2
1718,too_low_volume,2
1719,clean,0
1720,too_low_volume,2
1721,clean,0
1722,clean,0
1723,noisy,1
1724,too_low_volume,2
1725,too_low_volume,2
1726,too_low_volume,2
1727,too_low_volume,2
1728,clean,0
1729,noisy,1
1730,clean,0
1731,too_low_volume,2
1732,too_low_volume,2
1733,too_low_volume,2
1734,too_low_volume,2
1735,clean,0
1736,clean,0
1737,too_low_volume,2
1738,too_low_volume,2
1739,clean,0
1740,clean,0
1741,too_low_volume,2
1742,too_low_volume,2
1743,noisy,1
1744,noisy,1
1745,too_low_volume,2
1746,clean,0
1747,too_low_volume,2
1748,too_low_volume,2
1749,noisy,1
1750,clean,0
1751,clean,0
1752,too_low_volume,2
1753,clean,0
1754,too_low_volume,2
1755,noisy,1
1756,clean,0
1757,too_low_volume,2
1758,too_low_volume,2
1759,too_low_volume,2
1760,too_low_volume,2
1761,too_low_volume,2
1762,too_low_volume,2
1763,clean,0
1764,clean,0
1765,too_low_volume,2
1766,clean,0
1767,too_low_volume,2
1768,clean,0
1769,too_low_volume,2
1770,clean,0
1771,noisy,1
1772,clean,0
1773,clean,0
1774,too_low_volume,2
1775,clean,0
1776,clean,0
1777,too_low_volume,2
1778,noisy,1
1779,noisy,1
1780,noisy,1
1781,clean,0
1782,clean,0
1783,clean,0
1784,noisy,1
1785,too_low_volume,2
1786,clean,0
1787,too_low_volume,2
1788,too_low_volume,2
1789,too_low_volume,2
1790,noisy,1
1791,too_low_volume,2
1792,noisy,1
1793,too_low_volume,2
1794,noisy,1
1795,noisy,1
1796,noisy,1
1797,too_low_volume,2
1798,too_low_volume,2
1799,clean,0
1800,too_low_volume,2
1802,noisy,1
1803,too_low_volume,2
1804,too_low_volume,2
1805,clean,0
1806,noisy,1
1807,noisy,1
1808,clean,0
1809,too_low_volume,2
1810,noisy,1
1811,noisy,1
1812,noisy,1
1813,too_low_volume,2
1814,clean,0
1815,too_low_volume,2
1816,too_low_volume,2
1817,clean,0
1818,noisy,1
1819,clean,0
1820,clean,0
1821,clean,0
1822,clean,0
1823,noisy,1
1824,too_low_volume,2
1825,clean,0
1826,noisy,1
1827,clean,0
1828,too_low_volume,2
1829,clean,0
1830,too_low_volume,2
1831,clean,0
1832,too_low_volume,2
1833,too_low_volume,2
1834,too_low_volume,2
1835,noisy,1
1836,noisy,1
1837,clean,0
1838,noisy,1
1839,too_low_volume,2
1840,clean,0
1841,clean,0
1842,too_low_volume,2
1843,clean,0
1845,too_low_volume,2
1846,too_low_volume,2
1847,too_low_volume,2
1848,noisy,1
1849,noisy,1
1850,clean,0
1851,clean,0
1852,too_low_volume,2
1853,too_low_volume,2
1854,too_low_volume,2
1855,noisy,1
1856,too_low_volume,2
1857,clean,0
1858,noisy,1
1859,too_low_volume,2
1860,noisy,1
1861,noisy,1
1862,too_low_volume,2
1863,noisy,1
1864,too_low_volume,2
1865,too_low_volume,2
1866,too_low_volume,2
1867,noisy,1
1868,noisy,1
1869,clean,0
1870,too_low_volume,2
1871,clean,0
1872,too_low_volume,2
1873,clean,0
1874,noisy,1
1875,too_low_volume,2
1876,clean,0
1877,too_low_volume,2
1878,too_low_volume,2
1879,noisy,1
1880,clean,0
1881,noisy,1
1882,too_low_volume,2
1883,clean,0
1884,clean,0
1885,noisy,1
1886,clean,0
1887,noisy,1
1888,noisy,1
1889,clean,0
1890,too_low_volume,2
1891,clean,0
1892,clean,0
1893,too_low_volume,2
1894,noisy,1
1895,too_low_volume,2
1896,too_low_volume,2
1897,too_low_volume,2
1898,too_low_volume,2
1899,noisy,1
1900,clean,0
1901,clean,0
1902,clean,0
1903,too_low_volume,2
1904,clean,0
1905,too_low_volume,2
1906,too_low_volume,2
1907,clean,0
1908,too_low_volume,2
1909,noisy,1
1910,clean,0
1911,clean,0
1912,noisy,1
1913,too_low_volume,2
1914,too_low_volume,2
1915,clean,0
1916,noisy,1
1917,too_low_volume,2
1918,too_low_volume,2
1919,noisy,1
1920,noisy,1
1921,clean,0
